id,text,label,source,source_id
458,The administrator shall have the ability to block all access to the system for all users or selectively by user. (All blocked users with active sessions shall automatically be logged off.),SECURITY,PURE,2002 - evla back
459,The CMCS processors shall be capable of meeting all data processing deadlines and anticipated future requirements,PERFORMANCE,PURE,2002 - evla corr
460,"The CMCS processors shall be capable of responding to correlator hardware inputs (interrupts) in a deterministic fashion with sufficient performance to avoid data loss, corruption or overflows.",PERFORMANCE,PURE,2002 - evla corr
461,"All lower system error and debug messages shall be present at the MCCC layer. Aside from a networking or CPU failure, It should never be necessary to directly access a CPU to display error messages.",PERFORMANCE,PURE,2002 - evla corr
462,"All system error and debug messages shall be categorized in a logical fashion such that message traffic can be filtered as to content, detail, and message rate. Personnel interested in error messages should be able to easily filter the error message stream.",PERFORMANCE,PURE,2002 - evla corr
463,"All messages passed between CMCS system layers shall have both UTC and wall clock time stamp information appropriate for the message type. Error messages will be stamped with their discovery time, control messages will be stamped with their generation time. Other message internal time stamps can be used as monitor/control parameters as deemed necessary.",PERFORMANCE,PURE,2002 - evla corr
464,"Software shall be provided that allows an authorized user full access to all messaging, monitor, and control traffic throughout the CMCS. This software will provide full system access for testing, debugging, and control while the correlator is off line or under the control of the EVLA M&C system.",PERFORMANCE,PURE,2002 - evla corr
465,A Graphical User Interface shall be provided as an interface to the CMCS test software that allows for a convenient and configurable tool to access the CMCS remotely through the VCI.,PERFORMANCE,PURE,2002 - evla corr
466,"The CMCS shall be self-monitoring. It will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, temperature or voltage deviations, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the EVLA M&C) communications disruptions.",AVAILABILITY,PURE,2002 - evla corr
467,The software part of the system shall be able to perform without total system restart due to internal failure between system maintenance windows.,AVAILABILITY,PURE,2002 - evla corr
468,"The hardware part of the system shall be able to perform indefinitely without complete loss of service, except in the event of total failure of primary and backup power.",AVAILABILITY,PURE,2002 - evla corr
469,The system shall be able to continue processing of all correlator configuration/control events until the queues of parameters are exhausted and external communications are restored,AVAILABILITY,PURE,2002 - evla corr
470,The system shall be able to sit at idle and resume operations with minimal (amount TBD) delay.,AVAILABILITY,PURE,2002 - evla corr
471,Software tools and pre-built applications that do not have source code available shall come with a complete diagnostic package and customer support.,MAINTAINABILITY,PURE,2002 - evla corr
472,Operating system software shall either have source code available or come with sufficient diagnostics and customer support.,MAINTAINABILITY,PURE,2002 - evla corr
473,"I/O, communications, and processing hardware shall be easily expandable, reconfigurable, augmentable and replaceable to meet increasing data traffic and processing demands imposed by EVLA science, Correlator changes, and availability of new hardware.",SCALABILITY,PURE,2002 - evla corr
474,"3.7.1, above, shall be accomplished in manner that is transparent to processing, communications and I/O software functions with the possible exception of recompilation of executables.",SCALABILITY,PURE,2002 - evla corr
475,"3.7.1, above, shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that it meets at interfaces.",SCALABILITY,PURE,2002 - evla corr
476,"All users of the system shall login using some form of unique identification. (e.g., username and password)",SECURITY,PURE,2002 - evla corr
477,"All login attempts shall be done in a secure manner. (e.g., encrypted passwords)",SECURITY,PURE,2002 - evla corr
478,A system administrator shall have unrestricted access to all aspects of the system.,SECURITY,PURE,2002 - evla corr
479,"Each user shall have a set of system access properties that defines the user’s privileges within the system. (e.g., the subsystems a user may control or system tools the user may access).",SECURITY,PURE,2002 - evla corr
480,The administrator shall have the ability to create and add a new user to the system.,SECURITY,PURE,2002 - evla corr
481,The administrator shall have the ability to remove a user from the system.,SECURITY,PURE,2002 - evla corr
482,The administrator shall have the ability to edit a user’s system access properties.,SECURITY,PURE,2002 - evla corr
483,The administrator shall have the ability to block all access to the system for all users or selectively by user. (All blocked users with active sessions shall automatically be logged off.),SECURITY,PURE,2002 - evla corr
484,agentMom shall support the ability to encrypt unicast message.,SECURITY,PURE,2003 - agentmom
485,agentMom shall support the ability to decrypt unicast message.,SECURITY,PURE,2003 - agentmom
486,agentMom shall allow an agent to decide whether or not to encrypt a message.,SECURITY,PURE,2003 - agentmom
487,agentMom shall automatically decrypt encrypted message.,SECURITY,PURE,2003 - agentmom
488,agentMom shall support the ability to encrypt multicast message.,SECURITY,PURE,2003 - agentmom
489,agentMom shall support the ability to decrypt multicast message.,SECURITY,PURE,2003 - agentmom
490,"The area on the main, systems, and condition windows sensitive to the users selection device, typically the mouse, shall include the line surrounding the item of interest over the entire width of the window. This includes the diagnostic indicators.",USABILITY,PURE,2003 - pnnl
491,"The windows listing diagnostic results shall increase in height as needed to display entries up to a maximum of ten entries. Once the window has reached maximum size and there are additional items to display, the window shall deploy a scroll bar to permit the user to scroll through the additional entries. In this event, a summary set of diagnostic indicators shall appear above (below) the top (bottom) entry in the display. This set(s) of indicators shall summarize diagnostic indicators not currently appearing on the list above (below) it. An indicator in the summary set shall be active if any similar indicator not appearing above (or below) it is active. The summary set indicators comply with the same specification for activation as other indicators (see 3.5.1.39).",USABILITY,PURE,2003 - pnnl
492,"The building, subsystems, and condition windows shall display the current time if the diagnostic tool is operating in real time. If the tool is operating in batch mode, the time displayed will be the time associated with the entry currently being processed in the batched input.",USABILITY,PURE,2003 - pnnl
493,"If only a single building is defined, the subsystems window shall become the main window of the application and shall have all the functionality of the main window as described in these specifications.",USABILITY,PURE,2003 - pnnl
494,"Each window of the diagnostic tool shall display an animated graphical feature indicating the status, whether active or not, of the diagnostic processing.",USABILITY,PURE,2003 - pnnl
495,"The subsystem window shall be modal to the building window, the condition window modal to the subsystem window, and the diagnostic history and diagnostic information windows shall be modal to the condition window.",USABILITY,PURE,2003 - pnnl
496,The system must guide users through an interface based on end user concepts.,USABILITY,PURE,2003 - tachonet
497,The system must be easy to learn and does not obstruct the thematic understanding of the users.,USABILITY,PURE,2003 - tachonet
498,The system must make it easy to correct mistakes.,USABILITY,PURE,2003 - tachonet
499,There will be no restriction in time or place for the use of the software built from the specifications produced under this contract.,PERFORMANCE,PURE,2003 - tachonet
500,The system must be able to establish and keep the dialog with the Members systems despite the various technical environments and technologies used on their sites.,PERFORMANCE,PURE,2003 - tachonet
501,The system will be designed so that background tasks can continue while the user performs foreground tasks.,PERFORMANCE,PURE,2003 - tachonet
502,The system will be used 24x7 by operators under pressure to produce results rapidly. The system must respond rapidly to user requests irrespective of any background tasks. Such high- availability (24x7) is also required from the Member States systems to ensure acceptable response time (less than 1 minute) to enforcement authorities requests.,PERFORMANCE,PURE,2003 - tachonet
503,Color searches among the various collections defined by ABC Paint will be processed in sub- second time on the server.,PERFORMANCE,PURE,2004 - colorcast
504,"Changes to Paint and collection information will occur in Real-time, although the actual processing time will vary with respect to the amount of information to be updated, added, or deleted on the server.",PERFORMANCE,PURE,2004 - colorcast
505,"While performance requirements are transparently defined at the server, ColorKast makes no guarantees as to the speed, completeness, or timeliness of service over the greater internet. Performance of the application will vary on the speed and type of internet access to which the client computer has access.",PERFORMANCE,PURE,2004 - colorcast
506,"To verify the performance of the application, ColorKast will show the amount of time the server takes to process a request. The time shown will not take into account the transit time of the information over various computer networks.",PERFORMANCE,PURE,2004 - colorcast
507,"Due to the nature of the product, the data stored in repositories of the product is generally public information consisting of paint names and color values not easily secured or obfuscated and always recoverable by a sophisticated end user. No attempts will be made to secure this information.",SECURITY,PURE,2004 - colorcast
508,"Information that the product will collect or store, which need access protections include user specified color palettes and their store of access permissions. Access to this information must be private. Most important, the store of access permissions to administrative features and access permissions must be secure.",SECURITY,PURE,2004 - colorcast
509,Implementations of Privacy and security must be on par with industry standards.,SECURITY,PURE,2004 - colorcast
510,The external server data store containing RLCS status for use by external systems shall be updated once per minute.,PERFORMANCE,PURE,2004 - rlcs.pdf
511,"The field device status information logging to the database shall be 2 seconds, but can be configurable within the database to more than 2 seconds by the user.",PERFORMANCE,PURE,2004 - rlcs.pdf
512,"The field device status information display update frequency shall be 2 seconds, but can be configurable within the database to more than 2 seconds by the user.",PERFORMANCE,PURE,2004 - rlcs.pdf
513,The RLCS shall receive device status information from devices sensors within 2 seconds of the status information being issued by the device sensor.,PERFORMANCE,PURE,2004 - rlcs.pdf
514,Field devices shall receive respond to commands from the RLCS within 12 seconds of the command confirmation being issued by the operator using a keyboard (or other input device).,PERFORMANCE,PURE,2004 - rlcs.pdf
515,"The RLCS shall support multiple users logged on, up to the limit of the number of users defined in the database.",PERFORMANCE,PURE,2004 - rlcs.pdf
516,"Not including device and network response times, requests from the GUI for status updates shall not exceed 2 seconds to update the GUI display.",PERFORMANCE,PURE,2004 - rlcs.pdf
517,The facility map on the screen shall refresh every 2 seconds but can be configurable within the database to more than 2 seconds by the user.,PERFORMANCE,PURE,2004 - rlcs.pdf
518,"The RLCS notification to the operator workstation of any critical alarms shall occur within 2 seconds of alarm detection, and shall occur whether or not an operator is logged on to the system.",PERFORMANCE,PURE,2004 - rlcs.pdf
519,"The field units (controllers) shall continually monitor device status, controller status and the control system integrity and send the status to the central computer in the TMC every 2 seconds or less.",PERFORMANCE,PURE,2004 - rlcs.pdf
520,The RLCS shall detect alarm conditions within 2 seconds of occurrence.,PERFORMANCE,PURE,2004 - rlcs.pdf
521,"The database retrieval and update response time shall not impact any other performance requirements such as the GUI response time or monitoring and control responses. In other words, the database performance is a component of the total response time for any other performance requirement. If the GUI is required to reflect change in status within 2 seconds, then the database update time must be less than 2 seconds.",PERFORMANCE,PURE,2004 - rlcs.pdf
522,"The operator shall be able to store and retrieve previously created report results from the RLCS for a minimum period of 60 days, but configurable for up to one year.",PERFORMANCE,PURE,2004 - rlcs.pdf
523,The raw data used to create reports shall be kept in the RLCS for a minimum period of 13 months prior to backing up to tapes or other secondary storage media.,PERFORMANCE,PURE,2004 - rlcs.pdf
524,Report processing shall not impact any other performance requirements such as the GUI response time or monitoring and control responses,PERFORMANCE,PURE,2004 - rlcs.pdf
525,"Report response time shall be determined by the database resources allocated to the reporting function. Depending on user needs for fast report response times (such as for ad hoc reporting), database extracts may be created for reporting purposes only.",PERFORMANCE,PURE,2004 - rlcs.pdf
526,"RLCS system components will communicate via the private communications networks established by Department of Transportation District 11 prior to the development of the RLCS. Any operator or system command, which changes the state of field control devices, must be checked for integrity at multiple levels in the system. Valid checksum algorithms must be employed to check the integrity of messages between units.",PERFORMANCE,PURE,2004 - rlcs.pdf
527,The Clarus system shall be able to mitigate communication denial-of-service attacks.,SECURITY,PURE,2005 - clarus high
528,The Clarus system shall be able to automatically recover from an unexpected shutdown.,FAULT TOLERANCE,PURE,2005 - clarus high
529,The Clarus system shall be able to respond to 95% of all requests for environmental data 95% of the time.,AVAILABILITY,PURE,2005 - clarus high
530,The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.,PERFORMANCE,PURE,2005 - clarus high
531,The Clarus system shall be able to prioritize data handling for time-critical data.,PERFORMANCE,PURE,2005 - clarus high
532,The Clarus system shall support 470 million current observations.,PERFORMANCE,PURE,2005 - clarus high
533,The Clarus system shall be able to collect data from sources within 5 minutes of them becoming available.,PERFORMANCE,PURE,2005 - clarus high
534,The Clarus system shall be able to receive all reported environmental data during a fifteen minute time interval.,PERFORMANCE,PURE,2005 - clarus high
535,The Clarus system shall be able to complete an automated quality control check of environmental data within ten seconds of data receipt.,PERFORMANCE,PURE,2005 - clarus high
536,The Clarus system shall be able to publish new data within twenty minutes of data receipt.,PERFORMANCE,PURE,2005 - clarus high
537,The Clarus system shall respond to a request for information within one minute.,PERFORMANCE,PURE,2005 - clarus high
538,The Clarus system shall be able to handle three hundred simultaneous requests for environmental element data.,PERFORMANCE,PURE,2005 - clarus high
539,The Clarus system shall be able to support six hundred concurrent users.,PERFORMANCE,PURE,2005 - clarus high
540,The Clarus system shall be able to support six thousand registered users.,PERFORMANCE,PURE,2005 - clarus high
541,The program should start within 30 seconds. This depends on the number of data points that are to be plotted.,PERFORMANCE,PURE,2005 - grid 3D
542,The interaction with the data points should have a delay of no longer than 2 seconds.,PERFORMANCE,PURE,2005 - grid 3D
543,The response to a change in the orientation should be fast enough to avoid interrupting the user's flow of thought.,PERFORMANCE,PURE,2005 - grid 3D
544,The system should be executed without problems in a machine that fulfills the requirements of the Java runtime environment,PERFORMANCE,PURE,2005 - triangle
545,The basic artificial intelligence must operate fast enough. The next move should be calculated within 10 seconds.,PERFORMANCE,PURE,2005 - triangle
546,"GUIs associated with the Framework SHOULD be designed such that an user with basic understanding of the Windows 2000/XP operating systems would instinctively be able to interact with them. Therefore, most GUIs MAY need to closely mimic popular Windows applications.",USABILITY,PURE,2005 - znix
547,"At this stage of the development, the Framework MAY only operate in single user mode, with no networking capabilities.",PERFORMANCE,PURE,2005 - znix
548,The Framework Shell SHOULD NOT utilize more than 40 megabytes of RAM.,PERFORMANCE,PURE,2005 - znix
549,The Framework MUST guard against malicious scripts on remote websites from accessing its information.,SECURITY,PURE,2005 - znix
550,The Framework MUST guard against unintended corruption of information by the user himself.,SECURITY,PURE,2005 - znix
551,"The data system shall show no visible deterioration in response time as the number of persons increases. Response times seen by end users for querying metadata should be on the order of a few seconds or less. Response times seen by end users for retrieving the actual images may take much longer, anywhere from a few minutes to several hours. If the user requests a large image with a short response time, it is acceptable for the ARS data system to advise the user that the target response time cannot be met. In that case, the person would be referred to an alternate method of getting the data.",PERFORMANCE,PURE,2006 - stewards
552,The data system shall load as quickly as comparable productivity tools on whatever environment it is running in.,PERFORMANCE,PURE,2006 - stewards
553,"STEWARDS will follow industry best practices for authentication, using single-sign-on systems like Microsoft Active Directory to perform authentication. Authentication addresses security requirements to ensure those using system are who they say they are. This is of greatest concern when data are being changed or updated. This is primarily done through userids and passwords.",SECURITY,PURE,2006 - stewards
554,Confidentiality security requirements describe the need to protect the data appropriately. STEWARDS will use the user classes described in section 2.3 above to define boundaries of information sharing to ensure confidentiality as appropriate. Any data that should be viewed by a restricted audience must be protected with appropriate security features.,SECURITY,PURE,2006 - stewards
555,"The integrity of STEWARDS data will be critical to its success as a product. Scientific research and publications will be based on the data obtained through the system. Therefore, extensive data validation and review will be performed both before data are uploaded to the system and as part of the upload process. The system will need policy and procedures protecting the data from intentional or unintentional modifications, and to ensure accurate data are made available.",SECURITY,PURE,2006 - stewards
556,"The fourth consideration for security requirements is availability. The system must be available to the intended audience 24 hours per day, 7 days a week with, 99% availability and a tolerance of -5% (not less than 50% of working hours in any week). For this system, availability will be concerned with the reliability of the software and network components. Intentional “denial of service attacks” is not foreseen as a significant concern.",AVAILABILITY,PURE,2006 - stewards
557,The system shall provide a uniform look and feel between all the web pages.,USABILITY,PURE,2007 - e-store
558,The system shall provide a digital image for each product in the product catalog.,USABILITY,PURE,2007 - e-store
559,The system shall provide use of icons and toolbars.,USABILITY,PURE,2007 - e-store
560,The system shall provide a contractual agreement with an internet service provider for T3 access with 99.9999% availability.,AVAILABILITY,PURE,2007 - e-store
561,The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.,AVAILABILITY,PURE,2007 - e-store
562,The product shall be based on web and has to be run from a web server.,PERFORMANCE,PURE,2007 - e-store
563,The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.,PERFORMANCE,PURE,2007 - e-store
564,The performance shall depend upon hardware components of the client/customer. ,PERFORMANCE,PURE,2007 - e-store
565,The system shall use secure sockets in all transactions that include any confidential customer information.,SECURITY,PURE,2007 - e-store
566,The system shall automatically log out all customers after a period of inactivity.,SECURITY,PURE,2007 - e-store
567,The system shall confirm all transactions with the customer’s web browser.,SECURITY,PURE,2007 - e-store
568,The system shall not leave any cookies on the customer’s computer containing the user’s password.,SECURITY,PURE,2007 - e-store
569,The system shall not leave any cookies on the customer’s computer containing any of the user’s confidential information.,SECURITY,PURE,2007 - e-store
570,The customer’s web browser shall never display a customer’s password.  It shall always be echoed with special characters representing typed characters.,SECURITY,PURE,2007 - e-store
571,The customer’s web browser shall never display a customer’s credit card number after retrieving from the database.  It shall always be shown with just the last 4 digits of the credit card number.,SECURITY,PURE,2007 - e-store
572,The system’s back-end servers shall never display a customer’s password.  The customer’s password may be reset but never shown.,SECURITY,PURE,2007 - e-store
573,The system’s back-end servers shall only be accessible to authenticated administrators.,SECURITY,PURE,2007 - e-store
574,The system’s back-end databases shall be encrypted.,SECURITY,PURE,2007 - e-store
575,The System shall be capable of adding additional capacity without redesign of it's infrastructure.,SCALABILITY,PURE,2007 - nde
576,"The System shall comply with ESPC (DoC/NOAA/NESDIS) procedures and policies as stated in the NOAA IT Security Manual 212-1300, Version 3.3, dated May 15, 2007.",SECURITY,PURE,2007 - nde
577,The NDE Ingest capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.,AVAILABILITY,PURE,2007 - nde
578,The NDE Product Generation capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.,AVAILABILITY,PURE,2007 - nde
579,The NDE Distribution capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.,AVAILABILITY,PURE,2007 - nde
580,The NDE Operations Monitoring capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.,AVAILABILITY,PURE,2007 - nde
581,"The Development and Maintenance Environment shall be available to at least 25 developers 85% of the time during normal business hours over any consecutive twelve month period. Normal business hours are 8am to 4pm Eastern Time, Monday through Friday.",AVAILABILITY,PURE,2007 - nde
582,The System shall be capable of accessing data delivered by IDPS within no more than ten seconds of notification from IDPS.,PERFORMANCE,PURE,2007 - nde
583,The System shall deliver SARSAT Telemetry data from IDPS to US Mission Control Center (USMCC) within 1 minute of their receipt.,PERFORMANCE,PURE,2007 - nde
584,The System shall deliver A-DCS Telemetry data from IDPS to the US Global Processing Center within 1 minute of their receipt.,PERFORMANCE,PURE,2007 - nde
585,The System shall deliver A-DCS Data Products from IDPS to the US Global Processing Center within 1 minute of their receipt.,PERFORMANCE,PURE,2007 - nde
586,"As far as possible, the system should provide a simple, responsive interface.",USABILITY,PURE,2007 - puget sound
587,The system should support at least 1000 concurrent users.,PERFORMANCE,PURE,2007 - puget sound
588,"The system must handle at least 100 concurrent users and their operations. The system must accomplish 90% for transactions in less than 1 second. This is due to the nature of data, which is only text information that does not usually exceed 50 KB per transaction.",PERFORMANCE,PURE,2008 - viper
589,"The system has to be available 100% of the time. Once there is a fatal error, the system should give understandable feedback to the user.",AVAILABILITY,PURE,2008 - viper
590,"The system have only three roles for coordinators , suppliers and customers only that make our system secure access online and these authentications will prevent and illegal access.",SECURITY,PURE,2008 - viper
591,The system is designed in modules where errors can be detected and fixed easily. This makes it easier to install updates and new functionality if required.,MAINTAINABILITY,PURE,2008 - viper
592,"The PMS will be available at all times from any computer ( fulfilling assumptions and dependencies in Section 2.6 ), except when Wilma is not available. The availability of Wilma is an issue that should be handled by the customer.",AVAILABILITY,PURE,2008 - vub
593,"In case of a corrupted database the Administrator should replace the database by the last available database backup. In case of another failure (hardware or software related) the problem should be first solved and afterwards the PMS should be reinitialized. During this downtime the PMS should give an error to the visitors , stating that the PMS is temporarily down.",AVAILABILITY,PURE,2008 - vub
594,Every user account is protected with a personal password. Nobody except the specific user should be able to log into that account and change personal information.,SECURITY,PURE,2008 - vub
595,The password of the user should be encrypted when submitted from user to server. It should also be saved in an encrypted way in the database and no-one except the PMS should be able to access these passwords.,SECURITY,PURE,2008 - vub
596,Direct access to the data stored in the database is only allowed for Administrator(s) using the CLI.,SECURITY,PURE,2008 - vub
597,"The user levels (see section 2.3) should always be respected with regard to editing, deleting and uploading publications (and their bibliographical details) .",SECURITY,PURE,2008 - vub
598,The database of the PMS should be maintained by the Administrator(s).,MAINTAINABILITY,PURE,2008 - vub
599,"The PMS (with concern to the user levels, special privileges,... ) should be maintained by the Administrators on a global level.",MAINTAINABILITY,PURE,2008 - vub
600,On the Departmental level the Moderator(s) will be able to maintain the PMS this way.,MAINTAINABILITY,PURE,2008 - vub
601,"The application is expected to operate via touch screen user interfaces, and take advantage of that technology to be as fast, efficient, intuitive, and flexible as possible while also minimizing the potential for errors and duplications. It should minimize the use of keyboard and mouse when processing acquisitions, and should allow acquisitions to be completed with few clicks and page switches.",USABILITY,PURE,2009 - inventory 2.0
602,The system must be available during normal Construction Junction operating hours.,AVAILABILITY,PURE,2009 - inventory 2.1
603,The system must be available beyond normal operating hours to accommodate inventory management operations.,AVAILABILITY,PURE,2009 - inventory 2.2
604,"Access to the application by the Construction Junction staff must require user login. Access to application screens and functions is granted or denied based on the profile and role of the currently logged in user, as detailed in the preceding use-case requirements. The system should record changes to application entities in the form of „created user/time‟, „modified user/time‟ fields. The system should also record information about various sensitive inventory management operations such as deleting items and changing the price of items.",SECURITY,PURE,2009 - inventory 2.3
605,"The functionality provided by the Inventory Management System will be critical to the normal operation of the Construction Junction business. As such, the system should perform with consistently and predictably low response times in order not to impact the performance or the timely execution of the various tasks that need to be conducted by the Construction Junction staff.",PERFORMANCE,PURE,2009 - inventory 2.4
606,Query times will take no longer than 5 seconds to any website.,PERFORMANCE,PURE,2009 - video search
607,Sending the hyperlink to the default browser will take less than 1 second.,PERFORMANCE,PURE,2009 - video search
608,Loading the program will take less than 10 seconds.,PERFORMANCE,PURE,2009 - video search
609,Any torrent result with 0 seeds will not be displayed.,PERFORMANCE,PURE,2009 - video search
610,Sorting results should take less than 0.1 seconds.,PERFORMANCE,PURE,2009 - video search
611,A results page will display 100 results.,PERFORMANCE,PURE,2009 - video search
612,Any torrent result with a rating of less than 1 will not be displayed.,PERFORMANCE,PURE,2009 - video search
613,"The system shall log errors, warnings, and informational messages to an external log file on the application server.",MAINTAINABILITY,PURE,2010 - blit draft
614,The system shall log an error message to the external data file when the user is directed to the system error page.,MAINTAINABILITY,PURE,2010 - blit draft
615,The system shall send a notification email to a Client Services email distribution list if the user is directed to the xxx error page.,MAINTAINABILITY,PURE,2010 - blit draft
616,"Displays of environmental conditions (temperature, humidity, contact sensors and power switches) shall be updated at least every two seconds.",PERFORMANCE,PURE,2010 - home 1.3
617,"Sensor (temperature, humidity, contact sensor, power state) shall have a minimum data acquisition rate of 10 Hz.",PERFORMANCE,PURE,2010 - home 1.4
618,"An environmental sensor or controller device shall have to be within 1000 feet of the master control device, in order to be in communication with the system.",PERFORMANCE,PURE,2010 - home 1.5
619,"Upon installation, a DigitalHome user account shall be established. The DigitalHome web system shall provide for authentication and information encryption through a recognized reliable and effective security technology, such as Transport Layer Security.",SECURITY,PURE,2010 - home 1.6
620,Log in to an account shall require entry of an account name and a password.,SECURITY,PURE,2010 - home 1.7
621,"The development of the DH system shall use methods and techniques such as the following to support system maintenance: Documentation of requirements, design, and code; Use of abstraction, information hiding and module independence in system design; and Use of IEEE standards [IEEE830, IEEE1008, IEEE1016, IEEE1028] and the HomeOwner Coding Standard [HO4710].",MAINTAINABILITY,PURE,2010 - home 1.8
622,"Although the product produced under this document will be a “prototype” version, all modules and components of this prototype version shall be designed and implemented in such a manner that it may be incorporated in a fully specified commercial version of the DigitalHome System.",MAINTAINABILITY,PURE,2010 - home 1.9
623,The system encrypts data over a direct connection between the web client and the server. ,SECURITY,PURE,2010 - mashboot
624,The system allows for the backup of the data system to local or remote non-volatile storage systems. Incremental backups should not create outages and full backups do not interfere with user interaction for more than 10 minutes.,SECURITY,PURE,2010 - mashboot
625,The system is configurable to e-mail warnings about multiple failed login attempts from the same user. These warnings are sent to the System Administrator. Other security risks of this type are the responsibility of the System Administrator.,SECURITY,PURE,2010 - mashboot
626,The system allows only valid users to log into the system. A valid user is one which has not been disabled or deleted and exists on the system.,SECURITY,PURE,2010 - mashboot
627,"To log onto the system, a user provides their valid username and password.",SECURITY,PURE,2010 - mashboot
628,The system uses the configured authentication module. The authentication method is configurable by the System Administrator.,SECURITY,PURE,2010 - mashboot
629,The system allows the System Administrator to configure a timeout after which a user is automatically logged out of Mashbot.,SECURITY,PURE,2010 - mashboot
