,author,closedAt,number,publishedAt,resourcePath,source,state,text,label
289,{'login': 'nikhiljindal'},2018-02-15T10:33:03Z,15910,2015-10-20T00:08:54Z,/kubernetes/kubernetes/issues/15910,kubernetes,CLOSED,"Cross links dont work in api reference docs when viewed using htmlpreview
For ex: links in https://htmlpreview.github.io/?https://raw.githubusercontent.com/kubernetes/kubernetes/master/docs/api-reference/extensions/v1beta1/definitions.html dont work when they point to docs outside this one.
Links work fine when the same doc is viewed on kubernetes.io (ex: http://kubernetes.io/v1.0/docs/api-reference/definitions.html).
Looks like a bug in htmlpreview. Need to figure out a way to fix this.
cc @caesarxuchao",NONE
290,,2016-02-26T18:16:51Z,19416,2016-01-08T17:36:13Z,/kubernetes/kubernetes/issues/19416,kubernetes,CLOSED,"Add Ubernetes Lite e2e test scheduling pods with attached volumes into correct zone
Part of #19413",NONE
291,{'login': 'thockin'},2015-04-27T23:18:52Z,6265,2015-04-01T01:09:15Z,/kubernetes/kubernetes/issues/6265,kubernetes,CLOSED,"DeepHashObject should probably set DisableMethods and DisablePointerMethods for spew
For max consistency. Some String() methods might hash collide.",NONE
292,{'login': 'sacashgit'},2015-04-28T23:43:00Z,6667,2015-04-10T00:07:13Z,/kubernetes/kubernetes/issues/6667,kubernetes,CLOSED,"Service Name Resolution is not working
Hi There
I have a ubuntu multi-node cluster set up - running. I am able to create pods, controllers and services at will. But I am facing the issue where service name resolution is not working. As part of the guestbook example, I have created redis-slave, redis-master and frontend services. But when containers are trying to talk to each other through this service interface, it is not working.
E.g
When PHP application try and talk to redis-slave:6379 - it fails (This call dont get routed any where)
When redis slave try to synch with master using redis-master , it doesnt work.
When I try and ping redis-master from inside the container, it comes back with unknown host error.
Some logs to show you the problem
[8] 10 Apr 00:03:57.902 # Unable to connect to MASTER: Connection timed out
[8] 10 Apr 00:03:58.905 * Connecting to MASTER redis-master:6379
[8] 10 Apr 00:03:58.909 # Unable to connect to MASTER: Connection timed out
[8] 10 Apr 00:03:59.913 * Connecting to MASTER redis-master:6379
Temporary failure in name resolution [tcp://redis-slave:6379]' in /vendor/predis/predis/lib/Predis/Connection/AbstractConnection.php:141
I do see Kube-Proxy is making the right iptable entries.
I0409 13:04:47.690367 20353 proxier.go:556] Opened iptables from-containers portal for service ""redis-master"" on TCP 11.1.1.67:6379
I0409 13:04:47.696276 20353 proxier.go:567] Opened iptables from-host portal for service ""redis-master"" on TCP 11.1.1.67:6379
I0409 13:11:50.223702 20353 proxier.go:556] Opened iptables from-containers portal for service ""redis-slave"" on TCP 11.1.1.55:6379
I0409 13:11:50.252093 20353 proxier.go:567] Opened iptables from-host portal for service ""redis-slave"" on TCP 11.1.1.55:6379
I0409 13:14:17.024773 20353 proxier.go:556] Opened iptables from-containers portal for service ""frontend"" on TCP 11.1.1.58:8000
I0409 13:14:17.034296 20353 proxier.go:567] Opened iptables from-host portal for service ""frontend"" on TCP 11.1.1.58:8000
I0409 13:14:17.046845 20353 proxier.go:556] Opened iptables from-containers portal for service ""frontend"" on TCP 10.64.80.83:8000
I0409 13:14:17.057679 20353 proxier.go:567] Opened iptables from-host portal for service ""frontend"" on TCP 10.64.80.83:8000
I0409 13:14:17.067562 20353 proxier.go:556] Opened iptables from-containers portal for service ""frontend"" on TCP 10.64.80.84:8000
I0409 13:14:17.077085 20353 proxier.go:567] Opened iptables from-host portal for service ""frontend"" on TCP 10.64.80.84:8000
Do you know what is missing in the set up which is causing this problem ? I do not have any DNS (skydns) running here and think that it is desirable but not needed.
What might be going wrong here ?",NONE
293,{'login': 'alexanderguzhva'},2015-09-08T21:14:42Z,13633,2015-09-07T03:47:37Z,/kubernetes/kubernetes/issues/13633,kubernetes,CLOSED,"vagrant-based cluster is broken
I took the last version from github several days ago, installed without any problems
host machine
minion-1, everything is fine
minion-2. Completely empty
minion-3. Completely empty
ok, let us run redis from the example (replication factor is 3). Here is what I see after 10 minutes of waiting
",NONE
294,{'login': 'AaronTao1990'},2016-05-19T01:13:08Z,25792,2016-05-18T07:31:01Z,/kubernetes/kubernetes/issues/25792,kubernetes,CLOSED,"failed to set up cluster via docker
I am following this tutorial Installing a Kubernetes Master Node via Docker to set up a cluster via Dockar。
After setting up etcd and flannel. I tried to restart docker with --bip & --mtu option.
You now need to edit the docker configuration to activate new flags. Again, this is system specific.
This may be in /etc/default/docker or /etc/systemd/service/docker.service or it may be elsewhere.
Regardless, you need to add the following to the docker command line:
--bip=${FLANNEL_SUBNET} --mtu=${FLANNEL_MTU}
And after I ran
I found my docker is already started with the right options:
But when I tried to run hello-world procedure with the following command
The error occurs
BTW, I can run hello-world find with --bip & --mtu removed.
Any kind of help will be appreciated :)",NONE
295,{'login': 'LihuaWu'},2017-07-28T02:44:02Z,32991,2016-09-18T08:53:59Z,/kubernetes/kubernetes/issues/32991,kubernetes,CLOSED,"when using client-go library to communicate with master, client list pods with watch hang forever
Problem: the following codes just hang and never returns
while codes like:
work as expected.
IMHO, the first use is kind of misleading.
Is this a request for help? (If yes, you should use our troubleshooting guide and community support channels, see http://kubernetes.io/docs/troubleshooting/.):
What keywords did you search in Kubernetes issues before filing this one? (If you have found any duplicates, you should instead reply there.):
Is this a BUG REPORT or FEATURE REQUEST? (choose one):
Kubernetes version (use kubectl version):
Environment:
OS (e.g. from /etc/os-release):
Kernel (e.g. uname -a):
What happened:
What you expected to happen:
How to reproduce it (as minimally and precisely as possible):
Anything else do we need to know:",MAINTAINABILITY
296,{'login': 'satyajitpadhyewit'},2018-02-12T15:28:11Z,10983,2015-07-09T12:08:23Z,/kubernetes/kubernetes/issues/10983,kubernetes,CLOSED,"--cpuset-cpus supported in kubernetes?
I want to know if --cpuset-cpus in supported in kubernetes so that we can launch containers with that property. Initiated at #10570 but I am not finding enough resources if it can.",NONE
297,{'login': 'feiskyer'},2016-03-13T01:33:14Z,22842,2016-03-11T06:46:45Z,/kubernetes/kubernetes/issues/22842,kubernetes,CLOSED,"Cluster failed to initialize on GCE
I tried to setup a trusty cluster on GCE, but it failed with Cluster failed to initialize within 300 seconds.
Here is my environment setting:
Am I missing something? CC @dchen1107
By the way, this problem has also been confirmed by @Random-Liu .",FAULT TOLERANCE
298,{'login': 'erictune'},2015-09-24T21:25:22Z,14385,2015-09-22T22:36:40Z,/kubernetes/kubernetes/issues/14385,kubernetes,CLOSED,"Default Job Parallelism from Completions
Currently a job's .spec.parallelism defaults to 2. @bgrant0607 suggested defaulting .spec.parallelism to .spec.completions. This will allow users to leave it unspecified in most cases, and it will do something intuitive. (Maybe this was how it was in @soltysh original PR, can't recall if it was that or 1).
The current default of 2 I liked because it encourages users to think about making their containers concurrency-safe. But so does setting it from .spec.completions. And people will ask why it was
I don't like defaulting to 1 as much because I think people will usually want to override it when they have multiple completions.",USABILITY
299,{'login': 'hhy5861'},2016-06-29T18:57:21Z,28144,2016-06-28T06:31:07Z,/kubernetes/kubernetes/issues/28144,kubernetes,CLOSED,"About redis from the main issue, I can not connect master service ip connection pod slave
I am from official instances did a redis master-slave, but I can not connect to the master service allocation in the slave containers such as ip: 10.254.31.52, contrary came in they could not connect to the master slave service assigned ip ask this. what causes the network can not communicate?
Thank you!
service ip
slave container in ping master service ip:
master container in ping slave service ip:
new start service
",AVAILABILITY
300,{'login': 'betterenvi'},2017-12-19T06:13:54Z,15383,2017-12-15T06:02:16Z,/tensorflow/tensorflow/issues/15383,tensorflow,CLOSED,"Feature request: Use placeholders to specify the inputs of TFGAN model.
",NONE
301,{'login': 'EdwardVincentMa'},2018-10-20T00:54:17Z,22826,2018-10-09T03:18:04Z,/tensorflow/tensorflow/issues/22826,tensorflow,CLOSED,"Win10 C++ TF1.9, error LNK2001, build by bazel !
I have generated the TensorFlowV1.9's .so and .lib file successfully on Win10, but when I use this in VS2017, it has errors as bellow :
MFCTestTF1.9.obj : error LNK2001: 无法解析的外部符号 ""char const * __cdecl tensorflow::core::GetVarint32PtrFallback(char const *,char const *,unsigned int *)"" (?GetVarint32PtrFallback@core@tensorflow@@YAPBDPBD0PAI@Z)
1>D:\ProgramData\VS2017 Project\MFCTestTF1.9\Release\MFCTestTF1.9.exe : fatal error LNK1120: 1 个无法解析的外部命令
1>已完成生成项目“MFCTestTF1.9.vcxproj”的操作 - 失败。
And I also build TensorFlowV1.8 with CMAKE, it work OK without LNK error. But V1.9 can not build by CMAKE.",NONE
302,{'login': 'homingjui'},2018-08-08T19:43:56Z,21037,2018-07-22T17:20:01Z,/tensorflow/tensorflow/issues/21037,tensorflow,CLOSED,"tensorflow.python.framework.errors_impl.NotFoundError: ; No such file or directory
can anyone help me??
Traceback (most recent call last):
File ""/Users/meow/generate_tfrecord.py"", line 99, in 
tf.app.run()
File ""/usr/local/lib/python2.7/site-packages/tensorflow/python/platform/app.py"", line 125, in run
_sys.exit(main(argv))
File ""/Users/meow/generate_tfrecord.py"", line 85, in main
writer = tf.python_io.TFRecordWriter(FLAGS.output_path)
File ""/usr/local/lib/python2.7/site-packages/tensorflow/python/lib/io/tf_record.py"", line 112, in init
compat.as_bytes(path), compat.as_bytes(compression_type), status)
File ""/usr/local/lib/python2.7/site-packages/tensorflow/python/framework/errors_impl.py"", line 519, in exit
c_api.TF_GetCode(self.status.status))
tensorflow.python.framework.errors_impl.NotFoundError: ; No such file or directory",NONE
303,{'login': 'jayendra13'},2017-01-23T22:18:37Z,452,2015-12-09T07:39:14Z,/tensorflow/tensorflow/issues/452,tensorflow,CLOSED,"bazel build error for PolymerElements
I am trying to build tensorflow from source, and bazel is giving some unrelated error
FYI: I have also build bazel from source",NONE
304,{'login': 'rickragv'},,19640,2018-05-30T08:28:23Z,/tensorflow/tensorflow/issues/19640,tensorflow,OPEN,"Tensorflow Serving not using multi GPU/CUDA cores 
I'm using an AWS g3.8xlarge instance which has 2 GPUs.
TF serving is able to detect both GPUs and initialise them but while running the model it only uses 1 GPU to the maximum.
We are on version 1.7, even though the client sends upto 32 requests in parallel, the model server only uses the first GPU
06_09_21",PERFORMANCE
305,{'login': 'mrbrantofgithub'},2017-12-20T01:41:25Z,14761,2017-11-21T14:41:33Z,/tensorflow/tensorflow/issues/14761,tensorflow,CLOSED,"tensorflow lite: error when convert frozen model to lite format
I tried to convert squeezenet frozen model to lite format with the following command:
""bazel run --config=opt tensorflow/contrib/lite/toco:toco -- --input_file=/home/xxx/caffe-tensorflow/npy2ckpt/squeezenet/frozen_model.pb --input_format=TENSORFLOW_GRAPHDEF --output_format=TFLITE --output_file=/home/xxx/caffe-tensorflow/npy2ckpt/squeezenet/squeezenet.lite --inference_type=FLOAT --input_type=FLOAT --input_arrays=input --output_arrays=prob --input_shapes=1,227,227,3""
the output is shown below:
2017-11-21 18:35:29.977505: I tensorflow/contrib/lite/toco/graph_transformations/graph_transformations.cc:39] Before general graph transformations: 170 operators, 231 arrays (0 quantized)
2017-11-21 18:35:29.981856: I tensorflow/contrib/lite/toco/graph_transformations/graph_transformations.cc:39] After general graph transformations pass 1: 40 operators, 93 arrays (0 quantized)
2017-11-21 18:35:29.982061: I tensorflow/contrib/lite/toco/graph_transformations/graph_transformations.cc:39] Before dequantization graph transformations: 40 operators, 93 arrays (0 quantized)
2017-11-21 18:35:29.982201: I tensorflow/contrib/lite/toco/allocate_transient_arrays.cc:312] Total transient array allocated size: 4071680 bytes, theoretical optimal value: 4071680 bytes.
2017-11-21 18:35:29.982317: I tensorflow/contrib/lite/toco/toco_tooling.cc:255] Estimated count of arithmetic ops: 0.781679 billion (note that a multiply-add is counted as 2 ops).
2017-11-21 18:35:29.982482: F tensorflow/contrib/lite/toco/tflite/export.cc:192] Unsupported operator: Squeeze
Then I tried to convert mobilenet_v1_1.0_224.pb to lite format, the same error as above.
""bazel run --config=opt tensorflow/contrib/lite/toco:toco -- --input_file=/home/xxx/Downloads/freeze_mobilenet/MobileNet/img224/mobilenet_v1_1.0_224.pb --input_format=TENSORFLOW_GRAPHDEF --output_format=TFLITE --output_file=/home/xxx/Downloads/freeze_mobilenet/MobileNet/img224/mobilenet.lite --inference_type=FLOAT --input_type=FLOAT --input_arrays=input --output_arrays=output --input_shapes=1,224,224,3""
output:
2017-11-21 22:07:39.747095: I tensorflow/contrib/lite/toco/graph_transformations/graph_transformations.cc:39] Before general graph transformations: 418 operators, 584 arrays (0 quantized)
2017-11-21 22:07:39.766175: I tensorflow/contrib/lite/toco/graph_transformations/graph_transformations.cc:39] After general graph transformations pass 1: 31 operators, 88 arrays (0 quantized)
2017-11-21 22:07:39.766390: I tensorflow/contrib/lite/toco/graph_transformations/graph_transformations.cc:39] Before dequantization graph transformations: 31 operators, 88 arrays (0 quantized)
2017-11-21 22:07:39.766592: I tensorflow/contrib/lite/toco/allocate_transient_arrays.cc:312] Total transient array allocated size: 6422528 bytes, theoretical optimal value: 4816896 bytes.
2017-11-21 22:07:39.766751: I tensorflow/contrib/lite/toco/toco_tooling.cc:255] Estimated count of arithmetic ops: 1.14264 billion (note that a multiply-add is counted as 2 ops).
2017-11-21 22:07:39.766952: F tensorflow/contrib/lite/toco/tflite/export.cc:192] Unsupported operator: Squeeze
Although I installed tensorflow with ""pip install tensorflow-gpu"", in order to convert model to lite format, I git clone the tensorflow files and configure, bazel to compile the files. I don't know whether this affect the converting of models, but the error is really strange!",PERFORMANCE
306,{'login': 'delip'},2015-11-11T22:54:36Z,111,2015-11-11T01:10:11Z,/tensorflow/tensorflow/issues/111,tensorflow,CLOSED,"configure script hardcodes location of cuda that makes it fail on OSX
Cuda installation on OSX is at $CUDA_TOOLKIT_PATH/lib (not lib64), and on OSX the shared libraries are end in .dylib (not .so).
",NONE
307,{'login': 'insectatorious'},2017-06-16T22:00:52Z,8199,2017-03-08T14:55:38Z,/tensorflow/tensorflow/issues/8199,tensorflow,CLOSED,"Tensorboard scalar summary graph distorts after resizing and toggling log scale on y-axis 
What related GitHub issues or StackOverflow threads have you found by searching the web for your problem?
None although a search for distorted image tensorboard doesn't help much...
Environment info
Operating System: 16.04 LTS
Firefox: 51.0.1 (64-bit)
TF: 1.0 (installed via pip)
Installed version of CUDA and cuDNN:
(please attach the output of ls -l /path/to/cuda/lib/libcud*):
If installed from binary pip package, provide:
A link to the pip package you installed:
Standard TF pip url.
The output from python -c ""import tensorflow; print(tensorflow.__version__)"".
Steps to reproduce (Firefox only)
On the 'Scalars' tab for tensorboard, view the graph of a scalar summary (eg cost or accuracy) by expanding the tab. 
Click on the expand icon 
Enable log scale of y-axis 
Disable log scale of y-axis (note the bug happens regardless of whether you do this) 
Click on expand icon to shrink the graph.
The graph is now overflowing: 
What other attempted solutions have you tried?
Tried to reproduce in Chromium 55.0.2883.87 but unable to.",FAULT TOLERANCE
308,{'login': 'leandroBorgesFerreira'},2017-12-27T08:57:05Z,15645,2017-12-26T18:48:54Z,/tensorflow/tensorflow/issues/15645,tensorflow,CLOSED,"Tensorflow lite 0.1.1 causing Build to fail
I am trying to use tensrflow-lite in Android. When I add
compile 'org.tensorflow:tensorflow-lite:0.1.1'
I get:
I am using multidex and AGP 2.3.3.
When I take tensorflow-lite off, the app builds correctly. When I put it back, the build fails. I believe this is a bug in the library.",NONE
309,{'login': 'nothasson'},2018-08-31T01:45:31Z,21851,2018-08-24T11:28:43Z,/tensorflow/tensorflow/issues/21851,tensorflow,CLOSED,"How to install tensorflow in python3.7?
Please go to Stack Overflow for help and support:
https://stackoverflow.com/questions/tagged/tensorflow
If you open a GitHub issue, here is our policy:
It must be a bug, a feature request, or a significant problem with documentation (for small docs fixes please send a PR instead).
The form below must be filled out.
It shouldn't be a TensorBoard issue. Those go here.
Here's why we have that policy: TensorFlow developers respond to issues. We want to focus on work that benefits the whole community, e.g., fixing bugs and adding features. Support only helps individuals. GitHub also notifies thousands of people when issues are filed. We want them to see you communicating an interesting problem, rather than being redirected to Stack Overflow.
Exact command to reproduce:
You can obtain the TensorFlow version with
python -c ""import tensorflow as tf; print(tf.GIT_VERSION, tf.VERSION)""
Describe the problem
Describe the problem clearly here. Be sure to convey here why it's a bug in TensorFlow or a feature request.
Source code / logs
Include any logs or source code that would be helpful to diagnose the problem. If including tracebacks, please include the full traceback. Large logs and files should be attached. Try to provide a reproducible test case that is the bare minimum necessary to generate the problem.",NONE
310,{'login': 'yanghoonkim'},2017-05-21T11:25:41Z,10074,2017-05-21T09:09:46Z,/tensorflow/tensorflow/issues/10074,tensorflow,CLOSED,"fatal problem with saving variables
I coded a simple feedforward neural network and it works very well.
I tried to save the computation time, and created:
self.total_time = tf.Variable(0, dtype = tf.float32, trainable = True, name = 'total_time')
in the fnn class.
and i tried to print the total training time per some training epoch.
I made it to grow with time:
# Check & Print training time
till_now = time.time() - start_time
self.total_time += till_now
print_time(self.total_time.eval())
and the result look something like this :
Epoch : 0 | Evaluation : 115 | Learning Rate : 0.50
Training Loss : 0.040919
Validation Loss : 0.0741969
Validation Accuracy : 97.77%
Total time cost : 0.38 seconds
Epoch : 1 | Evaluation : 116 | Learning Rate : 0.50
Training Loss : 0.0417941
Validation Loss : 0.073841
Validation Accuracy : 97.73%
Total time cost : 0.71 seconds
Epoch : 2 | Evaluation : 117 | Learning Rate : 0.50
Training Loss : 0.0334573
Validation Loss : 0.0745566
Validation Accuracy : 97.75%
Total time cost : 1.01 seconds
However, When i interrupt the training procedure and try to restore global variables and restart the training, I just lose the value of variable total_time and it initialized as 0 which is the value i first give to.
I also checked tf.global_variables() include self.total_time.
What is wrong?",NONE
311,{'login': 'vladfi1'},2016-11-18T00:12:16Z,4431,2016-09-18T02:59:41Z,/tensorflow/tensorflow/issues/4431,tensorflow,CLOSED,"Forward mode ad, directional derivatives
Say I have outputs = f(inputs) and g of the same shape as inputs. I'd like to compute the directional derivative of outputs with respect to inputs in the direction g - in other words, the derivative of f(inputs + alpha * g) with respect to alpha at the point alpha=0.
This is a straightforward application of forward-mode automatic differentiation, which should be pretty easy to implement (much easier than the already-implemented reverse-mode ad). Are there any plans to add this feature?",PERFORMANCE
312,{'login': 'tampler'},2018-08-22T19:49:42Z,11937,2017-08-01T09:39:58Z,/tensorflow/tensorflow/issues/11937,tensorflow,CLOSED,"TPU support
I wanna add support for my Tensor Processing Unit chip in TensorFlow.
My TPU is implemented as an accelerator for ARM v7 32bit processor and implements multiple arithmetic kernels, similar to GPU. It implements a simple memory mapped interface, SGDMA and vector instructions over tensors. I added vector extension to GCC 7.1.1 and can run bare metal C++ nets on embedded Ubuntu 16.04
I also checked the TF port for Raspberry Pi 3, but it looks outdated and barely supported.
I'm not currently aware about the scope of work, but believe that should not be that complex, given open examples from GPU vendors and already existing port for Google TPU
Anyone interested in joining this project is highly welcome! Advise, links and code examples are much appreciated
Thank you",PERFORMANCE
313,{'login': 'colmantse'},2018-04-02T17:41:57Z,18108,2018-03-30T03:41:54Z,/tensorflow/tensorflow/issues/18108,tensorflow,CLOSED,"building from source with branch r1.7 gives tf1.5.1 after building wheel
Please go to Stack Overflow for help and support:
https://stackoverflow.com/questions/tagged/tensorflow
If you open a GitHub issue, here is our policy:
It must be a bug, a feature request, or a significant problem with documentation (for small docs fixes please send a PR instead).
The form below must be filled out.
It shouldn't be a TensorBoard issue. Those go here.
Here's why we have that policy: TensorFlow developers respond to issues. We want to focus on work that benefits the whole community, e.g., fixing bugs and adding features. Support only helps individuals. GitHub also notifies thousands of people when issues are filed. We want them to see you communicating an interesting problem, rather than being redirected to Stack Overflow.
Exact command to reproduce: following this https://gist.github.com/kmhofmann/e368a2ebba05f807fa1a90b3bf9a1e03
You can obtain the TensorFlow version with
python -c ""import tensorflow as tf; print(tf.GIT_VERSION, tf.VERSION)""
Describe the problem
I've make sure i'd pull everything from tensorflow. i remove all other branch and check out r1.7, building was successful. No errors and stuff. The wheel i got says tensorflow-1.5.1-cp36 ... etc. , i go on to install it, tf.version = 1.5.1 . I am confused how to build tf 1.7 from source.
Source code / logs
Include any logs or source code that would be helpful to diagnose the problem. If including tracebacks, please include the full traceback. Large logs and files should be attached. Try to provide a reproducible test case that is the bare minimum necessary to generate the problem.",NONE
314,{'login': 'yakotaki'},2018-05-22T14:10:45Z,19463,2018-05-22T14:00:10Z,/tensorflow/tensorflow/issues/19463,tensorflow,CLOSED,"AttributeError: 'NoneType' object has no attribute 'rfind'
OS Platform and Distribution (e.g., Linux Ubuntu 16.04):
-TensorFlow installed from (source):
tensorflow v1.6.0-0-gd2e24b6039 1.6.0:
Python 3.5:
Reproduce
git clone tensorflow
python3 tensorflow/examples/speech_commands/train.py
python3 tensorflow/examples/speech_commands/freeze.py 
--start_checkpoint=/tmp/speech_commands_train/conv.ckpt-18000 
--output_file=/tmp/my_frozen_graph.pb
Error appears:
/home/lukas/.local/lib/python3.5/site-packages/h5py/init.py:36: FutureWarning: Conversion of the second argument of issubdtype from float to np.floating is deprecated. In future, it will be treated as np.float64 == np.dtype(float).type.
from ._conv import register_converters as _register_converters
2018-05-22 21:59:00.562103: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX
Converted 6 variables to const ops.
Traceback (most recent call last):
File ""/home/lukas/Desktop/tensorflow-master/tensorflow/examples/speech_commands/freeze.py"", line 180, in 
tf.app.run(main=main, argv=[sys.argv[0]] + unparsed)
File ""/home/lukas/.local/lib/python3.5/site-packages/tensorflow/python/platform/app.py"", line 48, in run
_sys.exit(main(_sys.argv[:1] + flags_passthrough))
File ""/home/lukas/Desktop/tensorflow-master/tensorflow/examples/speech_commands/freeze.py"", line 124, in main
os.path.dirname(FLAGS.output_file),
File ""/usr/lib/python3.5/posixpath.py"", line 148, in dirname
i = p.rfind(sep) + 1
AttributeError: 'NoneType' object has no attribute 'rfind'
Thanks",NONE
315,{'login': 'pronobis'},2016-06-06T18:55:11Z,459,2015-12-09T22:48:23Z,/tensorflow/tensorflow/issues/459,tensorflow,CLOSED,"Single scalar summary point not visible in the plot
When only one event is available for a scalar summary, the plot remains empty, as shown below (here the value is 2.0):
It would be great to see one point corresponding to the value instead. The value does appear in the JSON/CSV file.",NONE
316,{'login': 'leesunfreshing'},2017-05-26T00:33:35Z,10171,2017-05-24T19:13:29Z,/tensorflow/tensorflow/issues/10171,tensorflow,CLOSED,"tf.contrib.rnn.decoder does not require explicitly build encoder?
As a beginner to tensorflow, I need to build a LSTM encoder decoder framework for images.
The tf.contrib.seq2seq.decoder does not require explicitly build encoder? Does it take the output from previous step as input? Thus the decoder_inputs are actually the input for encoder?",NONE
